 8 2000   2.0000      0.000     0.000    -1.592   -35.270   -35.080   -31.960   -34.750   999.000    73.100     5.563     6.254    94.700    93.100   341.000     0.669     2.742   -16.110   -14.100   -13.590   -13.500   -13.790   -14.290   -15.480   -15.260   999.000   -15.050    12.470    -1.123     0.564    -1.670   240.300   -18.480   -19.060     0.013     0.039   161.000   999.000
 8 2000   2.0417      0.000     0.000    -1.515   -35.700   -35.470   -32.510   -35.240   999.000    72.900     5.709     6.421    97.700    96.800   341.100     0.374     2.747   -16.120   -14.120   -13.610   -13.510   -13.810   -14.300   -15.490   -15.270   999.000   -15.060    12.480    -0.981     0.638    -1.574   239.400   -18.500   -19.090     0.039     0.065   160.000   999.000
 8 2000   2.0833      0.000     0.000    -1.432   -35.730   -35.450   -32.470   -35.160   999.000    72.800     5.299     6.006   107.800   106.200   341.300     0.386     2.746   -16.170   -14.180   -13.660   -13.570   -13.870   -14.370   -15.560   -15.360   999.000   -15.130    12.490    -0.999     0.551    -1.518   239.600   -18.540   -19.150     0.029     0.055   160.000   999.000
 8 2000   2.1250      0.001     0.000    -0.919   -36.100   -35.890   -32.830   -35.600   999.000    72.400     5.050     5.713   113.400   112.700   341.600     0.549     2.748   -16.180   -14.190   -13.680   -13.580   -13.890   -14.380   -15.580   -15.370   999.000   -15.140    12.490    -0.622     0.381    -0.980   239.500   -18.550   -19.170     0.027     0.045   159.000   999.000
 8 2000   2.1667      0.000     0.000    -0.163   -35.040   -35.040   -31.750   -34.700   999.000    73.100     5.085     5.645   116.800   116.600   341.900     0.404     2.743   -16.200   -14.210   -13.700   -13.600   -13.920   -14.410   -15.610   -15.420   999.000   -15.170    12.490    -0.136     0.033    -0.176   241.300   -18.570   -19.200     0.003     0.006   159.000   999.000
 8 2000   2.2083      0.000     0.000    -0.678   -36.150   -36.130   -32.790   -35.790   999.000    72.000     4.554     5.047   104.000   103.700   342.000     0.530     2.748   -16.180   -14.200   -13.680   -13.590   -13.900   -14.390   -15.590   -15.390   999.000   -15.160    12.490    -0.539     0.174    -0.711   240.000   -18.560   -19.190    -0.008     0.005   159.000   999.000
 8 2000   2.2500      0.000     0.000    -0.652   -37.360   -37.310   -34.050   -37.030   999.000    70.900     3.999     4.487   105.000   101.700   342.000     0.444     2.756   -16.180   -14.200   -13.680   -13.590   -13.890   -14.380   -15.580   -15.360   999.000   -15.140    12.490    -0.439     0.242    -0.681   238.500   -18.550   -19.170     0.010     0.023   160.000   999.000
 8 2000   2.2917      0.000     0.000    -0.340   -35.700   -35.630   -32.440   -35.360   999.000    72.600     4.102     4.598   111.500   109.500   342.200     0.530     2.747   -16.200   -14.220   -13.700   -13.610   -13.910   -14.400   -15.600   -15.400   999.000   -15.170    12.490    -0.189     0.168    -0.366   240.200   -18.570   -19.210     0.018     0.026   159.000   999.000
 8 2000   2.3333      0.000     0.000    -0.304   -34.750   -34.670   -31.360   -34.310   999.000    73.400     3.515     3.943   110.800   112.700   342.700     0.523     2.742   -16.210   -14.230   -13.710   -13.620   -13.930   -14.420   -15.630   -15.430   999.000   -15.190    12.490    -0.230     0.094    -0.334   241.500   -18.580   -19.220     0.005     0.014   159.000   999.000
 8 2000   2.3750      0.000     0.000    -0.228   -34.230   -34.210   -30.810   -33.870   999.000    73.800     3.917     4.353   102.800   101.800   342.800     0.433     2.740   -16.190   -14.220   -13.700   -13.600   -13.920   -14.410   -15.610   -15.420   999.000   -15.180    12.490    -0.192     0.048    -0.253   242.000   -18.580   -19.210    -0.001     0.008   159.000   999.000
 8 2000   2.4167      0.000     0.000    -0.525   -35.170   -35.090   -31.670   -34.730   999.000    72.800     3.718     4.158   106.500   102.900   343.100     0.417     2.744   -16.150   -14.180   -13.660   -13.560   -13.870   -14.360   -15.570   -15.350   999.000   -15.130    12.490    -0.454     0.120    -0.583   241.100   -18.550   -19.180    -0.016     0.005   159.000   999.000
 8 2000   2.4583      0.001     0.000    -0.567   -35.940   -35.780   -32.510   -35.490   999.000    72.300     3.644     4.128   113.800   111.000   343.000     0.419     2.749   -16.160   -14.190   -13.680   -13.580   -13.870   -14.370   -15.570   -15.350   999.000   -15.140    12.500    -0.410     0.217    -0.627   239.900   -18.560   -19.190    -0.003     0.024   160.000   999.000
 8 2000   2.5000      0.000     0.000    -0.640   -36.190   -35.940   -32.710   -35.600   999.000    72.000     3.799     4.342   112.000   112.700   343.100     0.394     2.749   -16.170   -14.210   -13.690   -13.590   -13.890   -14.380   -15.590   -15.370   999.000   -15.160    12.490    -0.494     0.222    -0.717   239.700   -18.580   -19.220    -0.009     0.020   159.000   999.000
 8 2000   2.5417      0.002     0.001    -0.508   -36.690   -36.510   -33.180   -36.160   999.000    71.500     3.600     4.082   108.800   111.900   343.100     0.499     2.752   -16.180   -14.220   -13.710   -13.610   -13.900   -14.390   -15.600   -15.380   999.000   -15.170    12.490    -0.399     0.173    -0.569   239.400   -18.580   -19.230    -0.008     0.016   159.000   999.000
 8 2000   2.5833      0.019     0.016    -0.659   -37.660   -37.450   -34.120   -37.080   999.000    70.400     3.754     4.275   112.000   110.300   343.100     0.389     2.758   -16.180   -14.230   -13.710   -13.610   -13.910   -14.390   -15.610   -15.370   999.000   -15.170    12.490    -0.476     0.253    -0.732   238.700   -18.590   -19.240    -0.031     0.002   159.000   999.000
 8 2000   2.6250      0.051     0.046    -0.645   -38.330   -38.110   -34.770   -37.720   999.000    69.880     3.686     4.182   116.100   114.700   342.800     0.423     2.762   -16.190   -14.240   -13.720   -13.620   -13.910   -14.400   -15.610   -15.380   999.000   -15.180    12.500    -0.330     0.384    -0.712   238.700   -18.590   -19.250    -0.056    -0.021   159.000   999.000
 8 2000   2.6667      0.052     0.048    -0.609   -39.180   -38.890   -35.500   -38.460   999.000    69.020     2.745     3.178   115.600   116.400   342.600     0.388     2.767   -16.200   -14.250   -13.730   -13.630   -13.920   -14.410   -15.630   -15.400   999.000   -15.190    12.540    -0.355     0.321    -0.679   238.300   -18.600   -19.260    -0.075    -0.040   159.000   999.000
 8 2000   2.7083      0.020     0.017    -0.433   -39.380   -39.210   -35.780   -38.800   999.000    68.890     3.051     3.527   105.600   103.600   342.300     0.368     2.768   -16.200   -14.250   -13.730   -13.630   -13.920   -14.410   -15.630   -15.390   999.000   -15.200    12.510    -0.266     0.207    -0.479   237.000   -18.600   -19.270    -0.021     0.004   158.000   999.000
 8 2000   2.7500      0.003     0.003    -0.620   -39.300   -38.740   -35.610   -38.300   999.000    69.200     2.552     2.949   129.200   133.600   342.000     0.429     2.766   -16.210   -14.270   -13.750   -13.640   -13.940   -14.430   -15.650   -15.420   999.000   -15.220    12.490    -0.480     0.207    -0.691   237.100   -18.620   -19.300    -0.022     0.017   158.000   999.000
 8 2000   2.7917      0.000     0.000    -0.537   -40.380   -39.740   -36.570   -39.210   999.000    68.160     2.280     2.523   116.000   138.300   341.900     0.463     2.774   -16.220   -14.270   -13.750   -13.650   -13.940   -14.430   -15.650   -15.410   999.000   -15.210    12.490    -0.447     0.157    -0.614   236.400   -18.620   -19.300    -0.020     0.016   158.000   999.000
 8 2000   2.8333      0.000     0.000    -0.263   -40.060   -39.540   -36.340   -39.050   999.000    68.560     2.152     2.473   117.000   138.300   341.700     0.389     2.771   -16.220   -14.280   -13.750   -13.650   -13.950   -14.430   -15.660   -15.420   999.000   -15.220    12.490    -0.183     0.114    -0.305   236.700   -18.630   -19.310     0.003     0.024   158.000   999.000
 8 2000   2.8750      0.000     0.000    -0.065   -37.440   -37.390   -33.790   -36.970   999.000    70.600     2.009     2.215   137.900   138.400   341.700     0.490     2.758   -16.260   -14.320   -13.790   -13.690   -14.010   -14.490   -15.720   -15.500   999.000   -15.270    12.480    -0.054     0.031    -0.084   239.000   -18.650   -19.350     0.008     0.013   158.000   999.000
 8 2000   2.9167      0.000     0.000    -0.177   -36.810   -36.610   -33.260   -36.190   999.000    71.300     2.349     2.603   164.400   150.600   341.600     0.482     2.754   -16.240   -14.310   -13.780   -13.680   -14.000   -14.480   -15.710   -15.490   999.000   -15.260    12.490    -0.165     0.054    -0.216   239.600   -18.650   -19.350    -0.001     0.012   158.000   999.000
 8 2000   2.9583      0.000     0.000    -0.243   -36.640   -36.510   -33.090   -36.080   999.000    71.400     2.675     2.894   176.000   163.600   341.500     0.385     2.754   -16.220   -14.290   -13.770   -13.660   -13.980   -14.450   -15.680   -15.460   999.000   -15.240    12.490    -0.242     0.037    -0.279   239.800   -18.640   -19.330    -0.012     0.004   158.000   999.000
 8 2000   3.0000      0.000     0.000    -0.009   -36.540   -36.550   -32.990   -36.200   999.000    71.500     1.780     2.052   170.500   173.600   341.500     0.379     2.753   -16.200   -14.280   -13.750   -13.650   -13.950   -14.430   -15.660   -15.420   999.000   -15.220    12.460    -0.013    -0.008    -0.009   239.800   -18.640   -19.330     0.008     0.008   159.000   999.000
 8 2000   3.0417      0.000     0.000    -0.012   -35.400   -35.420   -31.890   -35.070   999.000    72.500     2.179     2.428   176.200   173.600   341.600     0.411     2.747   -16.210   -14.270   -13.750   -13.650   -13.950   -14.430   -15.670   -15.430   999.000   -15.230    12.480    -0.028    -0.010    -0.017   241.000   -18.650   -19.340     0.005     0.006   159.000   999.000
 8 2000   3.0833      0.001     0.000    -0.062   -34.820   -34.800   -31.420   -34.470   999.000    73.200     2.882     3.126   186.900   181.300   341.600     0.409     2.743   -16.190   -14.270   -13.740   -13.630   -13.940   -14.420   -15.660   -15.420   999.000   -15.220    12.490    -0.062     0.002    -0.062   241.500   -18.650   -19.330     0.004     0.007   159.000   999.000
 8 2000   3.1250      0.000     0.000    -0.060   -34.080   -34.100   -30.550   -33.730   999.000    73.800     1.828     2.085   187.000   185.000   342.100     0.618     2.740   -16.180   -14.260   -13.730   -13.620   -13.930   -14.410   -15.650   -15.410   999.000   -15.210    12.490    -0.092    -0.016    -0.073   242.100   -18.640   -19.320    -0.002     0.002   160.000   999.000
 8 2000   3.1667      0.000     0.000    -0.193   -34.250   -34.210   -30.760   -33.860   999.000    73.800     2.116     2.463   187.000   187.200   342.400     0.427     2.741   -16.150   -14.220   -13.700   -13.590   -13.890   -14.370   -15.610   -15.360   999.000   -15.180    12.490    -0.194     0.015    -0.209   242.000   -18.630   -19.300    -0.007     0.005   160.000   999.000
 8 2000   3.2083      0.000     0.000    -0.219   -34.650   -34.570   -31.100   -34.210   999.000    73.400     1.698     2.080   187.000   188.400   342.900     0.409     2.743   -16.140   -14.220   -13.700   -13.580   -13.880   -14.360   -15.600   -15.340   999.000   -15.170    12.490    -0.212     0.027    -0.245   241.600   -18.630   -19.300    -0.008     0.007   160.000   999.000
 8 2000   3.2500      0.000     0.000    -0.263   -35.200   -35.110   -31.540   -34.740   999.000    72.800     1.216     1.499   187.000   188.400   343.400     0.412     2.749   -16.140   -14.220   -13.700   -13.580   -13.880   -14.360   -15.600   -15.330   999.000   -15.170    12.490    -0.265     0.022    -0.292   241.100   -18.630   -19.300    -0.017     0.002   160.000   999.000
 8 2000   3.2917      0.000     0.000    -0.249   -36.190   -36.210   -32.440   -35.880   999.000    71.700     2.088     0.548   127.500   188.300   344.000     0.438     2.761   -16.160   -14.250   -13.720   -13.610   -13.890   -14.370   -15.620   -15.340   999.000   -15.190    12.490    -0.238     0.041    -0.277   239.900   -18.650   -19.330    -0.008     0.006   160.000   999.000
 8 2000   3.3333      0.002     0.000    -0.321   -36.670   -36.640   -32.860   -36.290   999.000    71.200     2.151     0.583   121.400   188.300   344.400     0.418     2.763   -16.170   -14.260   -13.740   -13.620   -13.900   -14.390   -15.640   -15.360   999.000   -15.210    12.490    -0.308     0.057    -0.370   239.400   -18.660   -19.340    -0.012     0.005   160.000   999.000
 8 2000   3.3750      0.000     0.000    -0.527   -39.080   -38.700   -35.120   -38.250   999.000    69.040     2.367     1.485   107.200   155.900   344.900     0.529     2.775   -16.170   -14.260   -13.740   -13.620   -13.900   -14.380   -15.630   -15.340   999.000   -15.190    12.490    -0.507     0.096    -0.602   237.500   -18.650   -19.340    -0.028     0.002   159.000   999.000
 8 2000   3.4167      0.000     0.000    -0.502   -41.010   -40.790   -37.130   -39.600   999.000    67.140     2.841     3.395   102.000   103.000   345.300     0.409     2.781   -16.180   -14.270   -13.740   -13.630   -13.890   -14.380   -15.640   -15.330   999.000   -15.200    12.490    -0.421     0.145    -0.565   235.100   -18.650   -19.340    -0.014     0.014   159.000   999.000
 8 2000   3.4583      0.000     0.000    -0.570   -42.100   -41.770   -37.990   -39.600   999.000    66.170     3.069     3.670   100.000    97.100   345.600     0.428     2.784   -16.200   -14.300   -13.760   -13.650   -13.920   -14.400   -15.660   -15.360   999.000   -15.230    12.480    -0.461     0.178    -0.647   234.000   -18.670   -19.380    -0.014     0.017   158.000   999.000
 8 2000   3.5000      0.000     0.000    -0.500   -43.170   -42.800   -38.410   -39.600   999.000    65.100     2.935     3.516   101.500    98.700   345.900     0.406     2.791   -16.220   -14.310   -13.780   -13.670   -13.940   -14.420   -15.690   -15.390   999.000   -15.250    12.480    -0.413     0.154    -0.571   233.300   -18.690   -19.410    -0.013     0.015   158.000   999.000
 8 2000   3.5417      0.001     0.001    -0.492   -43.530   -43.260   -38.430   -39.600   999.000    64.710     3.070     3.619    99.000    98.100   345.900     0.474     2.794   -16.230   -14.330   -13.800   -13.680   -13.960   -14.450   -15.710   -15.410   999.000   -15.270    12.480    -0.389     0.186    -0.584   232.700   -18.710   -19.440    -0.011     0.020   157.000   999.000
 8 2000   3.5833      0.020     0.018    -0.523   -44.090   -43.800   -38.420   -39.600   999.000    64.220     3.283     3.829    94.100    94.600   346.400     0.372     2.798   -16.240   -14.350   -13.810   -13.700   -13.970   -14.460   -15.720   -15.430   999.000   -15.290    12.480    -0.330     0.269    -0.612   232.500   -18.730   -19.470    -0.033     0.004   157.000   999.000
 8 2000   3.6250      0.053     0.097    -0.601   -44.070   -43.940   -38.420   -39.600   999.000    63.990     3.490     3.987    95.400    94.000   346.700     0.372     2.799   -16.260   -14.360   -13.830   -13.710   -14.000   -14.480   -15.750   -15.480   999.000   -15.310    12.620    -0.116     0.676    -0.787   234.300   -18.750   -19.500    -0.138    -0.095   157.000   999.000
 8 2000   3.6667      0.058     0.109    -0.647   -44.380   -44.260   -38.410   -39.600   999.000    63.570     3.365     3.835    91.800    91.100   346.800     0.387     2.802   -16.260   -14.370   -13.840   -13.720   -14.010   -14.500   -15.770   -15.500   999.000   -15.300    12.880    -0.218     0.676    -0.868   235.100   -18.760   -19.520    -0.189    -0.141   157.000   999.000
 8 2000   3.7083      0.022     0.022    -0.527   -45.520   -45.400   -38.410   -39.600   999.000    62.380     3.369     3.829    94.300    92.700   347.100     0.395     2.807   -16.240   -14.350   -13.820   -13.700   -13.980   -14.460   -15.740   -15.440   999.000   -15.290    12.850    -0.403     0.158    -0.561   231.300   -18.750   -19.500    -0.067    -0.031   157.000   999.000
 8 2000   3.7500      0.004     0.003    -0.472   -45.210   -45.090   -38.410   -39.600   999.000    62.830     3.521     3.996    95.500    94.700   347.200     0.389     2.805   -16.250   -14.360   -13.830   -13.710   -13.980   -14.470   -15.740   -15.440   999.000   -15.300    12.730    -0.315     0.187    -0.504   230.600   -18.750   -19.510    -0.017     0.018   157.000   999.000
 8 2000   3.7917      0.000     0.000    -0.469   -45.350   -45.290   -38.400   -39.600   999.000    62.560     3.924     4.347    95.700    94.600   347.500     0.381     2.806   -16.270   -14.380   -13.840   -13.730   -14.010   -14.490   -15.760   -15.460   999.000   -15.330    12.660    -0.334     0.156    -0.478   230.400   -18.770   -19.550    -0.019     0.015   156.000   999.000
 8 2000   3.8333      0.000     0.000    -0.434   -44.900   -44.830   -38.450   -39.640   999.000    63.010     4.138     4.562    96.200    95.000   347.900     0.379     2.802   -16.270   -14.390   -13.860   -13.730   -14.020   -14.500   -15.770   -15.480   999.000   -15.340    12.620    -0.304     0.164    -0.458   230.800   -18.780   -19.570    -0.013     0.019   157.000   999.000
 8 2000   3.8750      0.000     0.000    -0.402   -44.670   -44.630   -38.420   -39.610   999.000    63.170     4.299     4.713    98.000    96.700   348.200     0.413     2.803   -16.270   -14.400   -13.860   -13.740   -14.030   -14.500   -15.780   -15.490   999.000   -15.340    12.590    -0.302     0.138    -0.438   231.200   -18.790   -19.580    -0.015     0.015   157.000   999.000
 8 2000   3.9167      0.000     0.000    -0.383   -45.100   -45.080   -38.420   -39.600   999.000    62.630     4.246     4.643   105.200   104.300   348.400     0.398     2.804   -16.270   -14.400   -13.860   -13.740   -14.010   -14.490   -15.760   -15.480   999.000   -15.330    12.560    -0.299     0.112    -0.407   230.600   -18.790   -19.590    -0.015     0.012   156.000   999.000
 8 2000   3.9583      0.000     0.000    -0.335   -44.760   -44.750   -38.430   -39.600   999.000    63.050     4.514     4.923   104.100   104.000   348.500     0.388     2.802   -16.270   -14.400   -13.860   -13.740   -14.030   -14.500   -15.780   -15.480   999.000   -15.340    12.540    -0.229     0.138    -0.344   230.900   -18.800   -19.590    -0.004     0.021   156.000   999.000
 8 2000   4.0000      0.004     0.000    -0.328   -44.090   -44.080   -38.450   -39.600   999.000    63.630     4.734     5.133    96.900    95.600   348.800     0.403     2.799   -16.270   -14.400   -13.860   -13.740   -14.030   -14.510   -15.790   -15.490   999.000   -15.350    12.500    -0.236     0.113    -0.345   231.600   -18.810   -19.620    -0.012     0.015   157.000   999.000
 8 2000   4.0417      0.000     0.000    -0.244   -43.110   -43.110   -38.430   -39.600   999.000    64.590     4.922     5.312    99.500    99.200   348.700     0.422     2.792   -16.270   -14.400   -13.870   -13.750   -14.030   -14.510   -15.800   -15.510   999.000   -15.360    12.490    -0.169     0.105    -0.284   232.800   -18.820   -19.630    -0.002     0.018   156.000   999.000
 8 2000   4.0833      0.000     0.000    -0.256   -41.930   -41.940   -37.880   -39.600   999.000    65.670     4.739     5.091   100.800    99.100   349.000     0.398     2.785   -16.270   -14.410   -13.870   -13.740   -14.040   -14.510   -15.800   -15.510   999.000   -15.360    12.500    -0.187     0.089    -0.269   233.900   -18.820   -19.630    -0.005     0.015   157.000   999.000
 8 2000   4.1250      0.000     0.000    -0.234   -41.900   -41.930   -37.900   -39.600   999.000    65.710     4.971     5.314   102.000   100.700   349.100     0.368     2.786   -16.260   -14.400   -13.860   -13.730   -14.020   -14.490   -15.780   -15.480   999.000   -15.350    12.500    -0.174     0.084    -0.259   234.000   -18.820   -19.630    -0.004     0.015   157.000   999.000
 8 2000   4.1667      0.000     0.000    -0.245   -40.910   -40.890   -36.990   -39.600   999.000    66.680     4.643     4.991   102.800   101.200   349.200     0.369     2.780   -16.260   -14.390   -13.850   -13.730   -14.020   -14.490   -15.790   -15.480   999.000   -15.350    12.490    -0.200     0.076    -0.277   235.100   -18.820   -19.630    -0.008     0.012   157.000   999.000
 8 2000   4.2083      0.000     0.000    -0.291   -41.060   -41.100   -37.170   -39.600   999.000    66.450     4.301     4.643    95.900    94.200   349.200     0.386     2.781   -16.240   -14.380   -13.850   -13.720   -14.010   -14.470   -15.770   -15.460   999.000   -15.340    12.490    -0.243     0.081    -0.320   234.800   -18.820   -19.640    -0.016     0.010   158.000   999.000
